Date,Open,High,Low,Close,Volume
2022-07-11,1167.31,1170.23,1085.3,1095.67,373157.79
2022-07-12,1095.67,1097.18,1032.47,1037.37,514019.84
2022-07-13,1037.37,1117.22,1009.82,1114.57,769754.95
2022-07-14,1114.57,1211.87,1072.08,1192.56,559535.57
2022-07-15,1192.56,1286.06,1180.38,1231.23,704281.05
2022-07-16,1231.23,1400.05,1191.62,1356.31,518063.79
2022-07-17,1356.31,1385.31,1320.65,1337.97,453213.77
2022-07-18,1337.97,1593.79,1335.77,1583.55,1027888.25
2022-07-19,1583.55,1625.03,1493.29,1543.12,875023.54
2022-07-20,1543.12,1620.73,1487.09,1521.72,655879.23
2022-07-21,1521.72,1605.45,1465.28,1575.68,556587.83
2022-07-22,1575.68,1645.63,1517.35,1535.71,528752.83
2022-07-23,1535.71,1596.62,1489.25,1549.19,290504.24
2022-07-24,1549.19,1663.54,1547.28,1597.72,325192.76
2022-07-25,1597.72,1609.22,1436.41,1438.01,544663.57
2022-07-26,1438.01,1454.25,1357.04,1449.61,479756.97
2022-07-27,1449.61,1644.64,1421.1,1636.88,673500.22
2022-07-28,1636.88,1787.55,1594.83,1725.82,807586.53
2022-07-29,1725.82,1765.97,1657.01,1722.28,559704.54
2022-07-30,1722.28,1744.59,1674.67,1697.52,331717.7
2022-07-31,1697.52,1712.88,1687.34,1697.76,56327.51
